ticker,date,open_price,close_price,high_price,low_price,volume
IBM,2021-12-31,134.0,133.660004,134.990005,133.610001,3362100
INTC,2021-01-04,49.889999,49.669998,51.389999,49.400002,46102500
INTC,2021-01-05,49.450001,50.610001,50.830002,49.330002,24866600
INTC,2021-01-06,50.439999,51.099998,52.150002,50.200001,36809600
INTC,2021-01-07,51.490002,52.189999,52.689999,51.299999,32092300
INTC,2021-01-08,52.450001,51.650002,52.529999,51.27,34625400
INTC,2021-01-11,51.290001,51.540001,52.240002,51.25,32925000
INTC,2021-01-12,51.900002,53.240002,53.849998,51.560001,39883900
INTC,2021-01-13,59.5,56.950001,60.25,56.900002,124070700
INTC,2021-01-14,58.450001,59.25,60.139999,57.84,74680900
INTC,2021-01-15,58.849998,57.580002,59.650002,57.5,50265400
INTC,2021-01-19,57.939999,57.990002,58.34,57.099998,35647100
INTC,2021-01-20,58.240002,58.669998,59.220001,58.09,28701300
INTC,2021-01-21,59.040001,62.459999,63.950001,58.220001,86519500
INTC,2021-01-22,58.849998,56.66,59.619999,56.650002,85729300
INTC,2021-01-25,56.380001,55.439999,56.5,54.060001,61968500
INTC,2021-01-26,55.279999,55.209999,56.200001,54.849998,31485900
INTC,2021-01-27,54.610001,53.59,54.849998,53.299999,49722900
INTC,2021-01-28,54.790001,56.07,57.400002,54.700001,49202600
INTC,2021-01-29,55.98,55.509998,57.16,55.360001,37256200
INTC,2021-02-01,55.950001,56.689999,57.389999,55.709999,26926600
INTC,2021-02-02,57.189999,58.0,58.279999,56.880001,23580900
INTC,2021-02-03,57.889999,57.68,58.330002,57.380001,21893200
INTC,2021-02-04,57.610001,58.790001,58.880001,57.189999,29853800
INTC,2021-02-05,59.0,58.18,59.080002,58.119999,23432600
INTC,2021-02-08,58.380001,59.16,59.220001,57.950001,34358300
INTC,2021-02-09,58.77,58.779999,59.310001,57.939999,28754100
INTC,2021-02-10,59.299999,58.860001,59.419998,58.119999,16325100
INTC,2021-02-11,59.099998,60.66,60.990002,58.860001,27539100
INTC,2021-02-12,60.599998,61.810001,62.509998,60.43,26214200
INTC,2021-02-16,62.0,62.470001,62.869999,61.700001,26326300
INTC,2021-02-17,61.490002,61.849998,62.189999,61.209999,21055400
INTC,2021-02-18,60.650002,61.610001,61.98,60.639999,17846100
INTC,2021-02-19,61.91,63.009998,63.259998,61.849998,28290100
INTC,2021-02-22,61.880001,60.709999,62.700001,60.66,32288200
INTC,2021-02-23,60.48,61.119999,61.5,59.169998,27374600
INTC,2021-02-24,60.529999,63.189999,63.279999,60.380001,24669900
INTC,2021-02-25,62.41,60.400002,63.540001,60.130001,36394000
INTC,2021-02-26,60.889999,60.779999,61.689999,59.68,38216800
INTC,2021-03-01,61.720001,62.880001,63.080002,61.650002,28495400
INTC,2021-03-02,62.799999,61.240002,63.139999,61.110001,23320000
INTC,2021-03-03,60.639999,59.900002,61.52,59.700001,28740400
INTC,2021-03-04,59.830002,58.330002,60.240002,57.91,40210400
INTC,2021-03-05,59.259998,60.740002,61.18,58.509998,39511700
INTC,2021-03-08,60.470001,59.849998,61.700001,59.720001,33112400
